2.07047E+14,16313,185
2.28042E+14,53674,159
2.29001E+14,25885,165
2.70013E+14,17311,197
3.88052E+14,105040,179
4.28042E+14,25908,183
4.54033E+14,16535,175
4.85059E+14,46311,186
4.9403E+14,11466,190
5.03031E+14,43116,192
5.45073E+14,45730,202
5.72009E+14,16273,185
6.54005E+14,10753,154
6.55072E+14,20258,185
6.57028E+14,44204,229
6.64065E+14,70438,210
7.11031E+14,35242,189
1.32007E+15,28205,188
2.90709E+13,25907,183
7.39069E+14,32193,201
3.00037E+13,83441,210
7.10716E+13,19886,216
1.02067E+14,30626,184
1.08011E+14,58040,175
1.10033E+14,51059,210
1.4001E+14,37238,200
1.49077E+14,57862,184
1.57016E+14,60989,169
1.64042E+14,113090,195
2.01031E+14,70585,163
3.01043E+14,58060,200
3.15043E+14,55768,220
3.34037E+14,55327,193
3.65046E+14,68919,217
3.66026E+14,500,175
4.04043E+14,56032,180
4.14024E+14,90178,197
4.73053E+14,59104,184
4.83063E+14,25290,178
4.93033E+14,48417,172
4.97015E+14,75000,199
5.08072E+14,40236,223
5.09074E+14,37210,197
5.2807E+14,46138,185
5.50003E+14,43238,197
5.59051E+14,80795,181
5.75075E+14,54146,196
6.24005E+14,42821,194
6.25023E+14,68438,195
6.30001E+14,101821,170
6.47026E+14,51668,173
6.50013E+14,34373,157
6.67081E+14,20043,183
6.70029E+14,32119,184
6.71026E+14,92746,196
6.7607E+14,81287,198
6.83065E+14,40201,197
6.88001E+14,15969,180
6.92003E+14,69596,174
6.95069E+14,99123,196
7.03057E+14,70445,183
7.2502E+14,11318,181
7.31052E+14,85151,198
7.54052E+14,48962,208
7.56008E+14,63771,204
7.58007E+14,34168,187
7.69049E+14,56417,183
7.72046E+14,85555,184
7.74042E+14,75769,201
7.96047E+14,31107,169
8.17054E+14,101213,175
1.06802E+15,33941,192
2.67807E+15,30029,163
2.91505E+15,22955,166
6.6307E+14,57528,204
7.1902E+14,50010,233
6.60742E+13,86587,207
7.26039E+14,69348,190
3.7043E+13,54806,190
1.29069E+14,15152,188
7.04029E+14,32119,204
7.68039E+14,41382,218
9.06632E+12,16612,184
3.00671E+13,15103,217
3.10498E+13,55705,183
4.30419E+13,16806,215
7.10719E+13,19565,187
7.70721E+13,46692,182
8.60051E+13,40853,209
1.41003E+14,54814,177
1.56047E+14,18098,169
1.57011E+14,55440,187
1.93075E+14,31673,210
2.02037E+14,51427,193
2.04041E+14,12857,167
2.34052E+14,85630,223
2.53073E+14,33391,170
2.55033E+14,46907,194
2.57065E+14,80974,191
2.77073E+14,30042,179
2.94073E+14,18347,180
2.95046E+14,85732,177
2.99051E+14,25471,175
3.05014E+14,30807,176
3.11031E+14,70585,190
3.17074E+14,66233,157
3.31007E+14,35122,185
3.55005E+14,9110,175
3.65074E+14,36940,185
3.6607E+14,77579,205
4.02043E+14,55582,164
4.0402E+14,48123,201
4.15052E+14,105454,208
4.16023E+14,36124,180
4.18051E+14,80795,217
4.33072E+14,36389,180
4.40075E+14,26356,191
4.46039E+14,40099,188
4.65073E+14,45102,180
4.69055E+14,50120,179
4.83077E+14,19327,176
4.90013E+14,43020,206
4.9405E+14,18046,244
5.01003E+14,49043,193
5.29069E+14,102035,264
5.39001E+14,101821,183
5.53066E+14,27316,174
5.7405E+14,23743,215
5.87023E+14,19872,200
6.26047E+14,16891,205
6.3008E+14,78469,182
6.50043E+14,49554,199
6.51024E+14,90612,195
6.5903E+14,52217,217
6.69033E+14,48672,203
6.74011E+14,56931,186
6.88076E+14,62418,203
6.9207E+14,37117,173
6.99016E+14,37359,182
7.00047E+14,25734,199
7.09052E+14,19455,182
7.16052E+14,48820,204
7.46066E+14,81375,199
7.71056E+14,47301,204
7.72033E+14,66584,182
8.1107E+14,101339,191
1.092E+15,10046,195
1.32001E+15,70500,185
1.40049E+14,55934,220
1.07047E+14,28809,199
3.28066E+14,30211,189
5.03342E+12,64014,184
8.01932E+12,39042,206
2.80796E+13,81332,190
3.10257E+13,92746,197
4.70559E+13,54124,180
5.10698E+13,47393,175
6.60811E+13,29014,191
7.70234E+13,68795,193
9.60731E+13,19059,181
1.28009E+14,14312,189
1.2902E+14,20348,197
1.47004E+14,87451,232
1.56041E+14,16691,159
1.64069E+14,18702,209
1.96074E+14,66233,182
2.3107E+14,79069,205
2.35069E+14,102455,199
2.44065E+14,73681,184
2.55046E+14,58500,178
2.77016E+14,47840,177
2.88011E+14,54407,185
3.06077E+14,20772,197
3.11033E+14,38468,185
3.12003E+14,57864,214
3.31054E+14,100610,172
3.67053E+14,45379,192
3.80069E+14,37758,196
3.88007E+14,20515,197
3.92077E+14,60122,206
4.00042E+14,110187,199
4.1904E+14,27965,190
4.30037E+14,92538,165
4.63076E+14,72876,186
4.6503E+14,15390,174
4.7207E+14,39214,173
4.97073E+14,24689,190
4.98003E+14,23176,192
5.0303E+14,50569,202
5.09057E+14,15562,190
5.13042E+14,78411,217
5.19052E+14,105075,177
5.50053E+14,58086,189
6.26043E+14,56050,200
6.57043E+14,50442,193
6.67063E+14,16739,195
7.0307E+14,60454,198
7.09077E+14,14216,193
7.16001E+14,23681,191
7.19052E+14,51778,197
7.21052E+14,84332,196
7.26037E+14,23122,176
7.32047E+14,23940,199
7.36043E+14,51667,208
7.49067E+14,39061,192
7.54066E+14,18184,204
4.15055E+14,58115,194
6.98066E+14,35481,193
5.03062E+12,42258,169
8.00312E+12,76808,202
9.06942E+12,95183,223
3.00716E+13,16320,299
4.30796E+13,77224,173
4.70312E+13,70585,179
4.80277E+13,30300,209
5.10574E+13,23395,189
7.10418E+13,109933,196
8.60164E+13,36738,216
9.60433E+13,55267,219
1.07003E+14,51906,183
1.1007E+14,101437,196
1.28033E+14,50586,189
1.29051E+14,30075,204
1.53069E+14,38068,168
2.04052E+14,105017,202
2.31039E+14,33254,227
2.57043E+14,56721,187
2.95016E+14,23925,185
3.34024E+14,90547,193
4.0407E+14,29765,179
4.14043E+14,60329,173
4.19067E+14,17249,185
4.57059E+14,52038,194
4.66008E+14,61471,189
4.72033E+14,46719,173
4.73047E+14,16961,186
4.90026E+14,48825,201
4.97023E+14,15143,169
5.02042E+14,70926,181
5.03043E+14,49368,195
5.04031E+14,48874,168
5.19039E+14,28143,182
5.22014E+14,58253,222
5.28007E+14,34137,185
5.29003E+14,60326,225
6.30073E+14,45099,163
6.48004E+14,87237,201
6.49046E+14,85573,175
6.5505E+14,15285,186
6.57075E+14,24310,189
6.64037E+14,22344,186
6.74051E+14,80795,215
6.90054E+14,104840,190
7.09056E+14,42068,199
7.18029E+14,32007,207
7.21081E+14,22413,170
7.25019E+14,27289,165
7.31063E+14,45682,178
7.41075E+14,43592,186
7.42007E+14,42317,182
7.49023E+14,61647,224
7.68037E+14,92575,186
7.72065E+14,40276,190
1.00407E+15,21928,185
6.97052E+14,48284,224
7.70731E+13,24152,202
1.7043E+13,50439,187
2.80528E+13,45409,195
4.70129E+13,20152,195
6.60472E+13,19661,183
8.60071E+13,14544,205
9.00096E+13,37069,170
1.08063E+14,17844,172
1.93039E+14,39106,189
1.96046E+14,60000,188
2.29065E+14,38434,156
2.31055E+14,45207,196
2.34075E+14,47096,193
2.35001E+14,101821,179
2.55075E+14,30263,197
2.57016E+14,52855,212
2.95077E+14,18508,203
3.28005E+14,35405,197
3.31041E+14,17666,177
3.34043E+14,55344,234
3.66028E+14,29469,188
3.67003E+14,25219,186
3.88066E+14,27518,207
4.15015E+14,81500,234
4.18031E+14,52929,196
4.66047E+14,28958,180
4.98004E+14,80759,176
5.03001E+14,12133,230
5.09043E+14,49228,189
5.13007E+14,44500,204
5.1803E+14,62870,177
5.1902E+14,16753,200
5.39031E+14,70585,176
6.63057E+14,14981,192
6.7105E+14,17015,210
6.74053E+14,59818,208
6.90073E+14,33065,207
6.94037E+14,92932,192
6.98016E+14,22553,161
7.00031E+14,43162,203
7.03052E+14,96009,207
7.04047E+14,22511,184
7.18059E+14,47963,172
7.1904E+14,22231,174
7.26072E+14,47565,164
7.36016E+14,40000,196
7.42049E+14,58083,205
7.54011E+14,62072,198
7.56066E+14,82796,199
7.96042E+14,73108,189
8.11071E+14,20843,179
7.16042E+14,28010,195
9.01282E+12,40281,175
4.63033E+14,51015,191
1.64059E+14,48431,213
5.21067E+14,25881,228
5.03312E+12,24221,201
8.06482E+12,82993,205
2.80756E+13,65685,181
3.00497E+13,14589,175
3.10697E+13,65622,222
3.70334E+13,70776,192
5.107E+13,48213,220
6.7049E+13,56859,200
7.10519E+13,19855,196
1.10011E+14,61664,184
1.29074E+14,66233,204
1.47046E+14,60000,201
1.56072E+14,41547,174
1.57043E+14,62965,182
1.96066E+14,32334,235
2.04074E+14,33107,192
2.2905E+14,16513,170
2.34042E+14,75115,214
2.7701E+14,38494,202
3.01054E+14,107638,178
3.06052E+14,105291,187
3.65024E+14,90721,205
4.04037E+14,48427,167
4.14014E+14,33909,178
4.16042E+14,113065,190
4.2808E+14,80328,189
4.30029E+14,32067,211
4.65077E+14,58234,180
4.73047E+14,21437,230
5.28003E+14,56054,199
5.29075E+14,24768,189
5.45051E+14,80795,192
5.59051E+14,33847,192
5.7407E+14,28955,194
6.26008E+14,62176,184
6.30047E+14,20636,196
6.57067E+14,51607,205
6.88065E+14,41917,182
6.9005E+14,14011,182
6.94026E+14,92746,178
7.09007E+14,33833,176
7.19066E+14,19329,184
7.25072E+14,28756,175
7.26075E+14,31454,189
7.31037E+14,16073,175
7.32031E+14,43195,191
7.46026E+14,48016,191
7.72023E+14,14335,200
7.74005E+14,11963,207
8.1107E+14,38081,166
1.28039E+14,23601,164
3.27033E+14,47561,188
6.51077E+14,54955,176
1.40037E+14,55106,192
5.05192E+12,21645,175
2.90754E+13,23955,177
3.00306E+13,40480,212
3.10037E+13,87451,225
5.10157E+13,48953,190
6.6063E+13,20239,172
6.70234E+13,75301,197
7.1069E+13,23045,205
7.70698E+13,40416,173
8.60503E+13,21230,186
1.07066E+14,72386,187
2.04005E+14,10956,181
2.3105E+14,14718,200
2.88057E+14,26342,192
2.95037E+14,19750,215
3.01042E+14,74441,184
3.11052E+14,84024,195
3.12042E+14,112784,203
3.31071E+14,20048,192
3.92015E+14,71000,192
4.02037E+14,92576,194
4.14013E+14,24761,212
4.15019E+14,25911,192
4.19026E+14,40652,175
4.28056E+14,47319,192
4.30024E+14,90517,178
4.33001E+14,101821,198
4.3407E+14,83453,199
4.57075E+14,50830,186
4.65016E+14,30753,183
4.66028E+14,42031,193
4.7201E+14,32334,174
4.9002E+14,50410,239
4.98077E+14,15142,195
5.1808E+14,81194,179
5.2107E+14,60454,190
5.28076E+14,65235,212
5.45069E+14,40168,201
6.48033E+14,67955,195
6.63073E+14,33924,200
6.6404E+14,18848,189
6.71072E+14,22283,212
7.03046E+14,85648,196
7.04001E+14,11756,174
7.18072E+14,23295,192
7.21063E+14,28178,221
7.25059E+14,41292,200
7.32081E+14,20014,164
7.36026E+14,92746,196
7.49074E+14,66233,190
7.74051E+14,80795,196
1.10053E+14,59372,191
6.51014E+14,32670,208
8.06942E+12,102455,201
9.04302E+12,56423,210
2.80107E+13,51599,189
4.70709E+13,15010,178
9.6063E+13,11314,196
1.2905E+14,17042,179
1.56073E+14,45029,180
1.64037E+14,48591,164
1.93074E+14,66233,188
2.04075E+14,37386,181
2.29003E+14,13159,204
2.55015E+14,77000,187
2.57033E+14,70884,185
2.77073E+14,17111,192
2.88066E+14,20741,181
3.0603E+14,53550,198
3.1107E+14,100142,205
3.27005E+14,40057,313
3.31007E+14,14279,168
3.65004E+14,87451,205
3.8802E+14,50145,202
3.92007E+14,36078,193
4.16051E+14,41115,200
4.33003E+14,73619,204
4.57042E+14,43584,192
4.63052E+14,55935,214
4.7203E+14,13812,215
4.98042E+14,19052,179
5.13073E+14,75614,170
5.19041E+14,17144,186
5.22043E+14,71004,215
5.39043E+14,48479,202
5.59052E+14,105387,172
5.74013E+14,38151,177
5.87055E+14,50425,196
6.26047E+14,16488,189
6.48074E+14,33425,200
6.88077E+14,58122,191
6.90009E+14,13371,190
6.97033E+14,44239,197
7.00016E+14,47665,196
7.1807E+14,25007,177
7.2107E+14,46096,173
7.54067E+14,36679,183
7.56003E+14,56244,189
7.72067E+14,15641,169
7.74001E+14,10073,175
7.96031E+14,70585,203
8.11008E+14,60505,176
3.66007E+14,32026,200
2.34049E+14,56807,208
7.68016E+14,40000,198
5.06902E+12,17563,171
9.06642E+12,26415,217
2.9011E+13,53408,196
3.70433E+13,61474,200
4.70331E+13,15468,197
5.10703E+13,100452,213
7.10129E+13,17659,182
1.07053E+14,45439,183
1.47007E+14,37137,178
1.57052E+14,84173,210
1.93073E+14,34117,204
1.96013E+14,40073,192
2.31023E+14,17543,153
2.35026E+14,84444,232
2.8804E+14,19731,162
2.95028E+14,37466,216
3.28031E+14,46485,171
3.34043E+14,54168,190
3.67055E+14,48562,170
4.14009E+14,12786,180
4.15075E+14,39528,200
4.16031E+14,70585,191
4.18054E+14,108539,193
4.34046E+14,85907,206
4.73016E+14,18266,182
4.97077E+14,14373,162
5.03077E+14,12578,190
5.09031E+14,37818,204
5.18043E+14,48717,185
5.21033E+14,50831,203
5.29066E+14,88726,212
5.5903E+14,50371,181
6.26081E+14,16252,197
6.30047E+14,13117,195
6.63072E+14,18636,185
6.71052E+14,15255,186
6.74076E+14,69020,153
6.88014E+14,32072,177
6.94065E+14,79336,186
6.98047E+14,16745,188
7.0007E+14,84479,216
7.04039E+14,24740,183
7.0902E+14,25860,186
7.1605E+14,19980,198
7.19051E+14,80795,217
7.31047E+14,11558,203
7.32072E+14,37211,192
7.36003E+14,70430,204
7.41073E+14,32410,190
7.49039E+14,39063,191
7.54003E+14,44903,192
7.86046E+14,51000,176
4.19003E+14,13589,216
5.87065E+14,39465,200
8.60519E+13,15112,194
2.55074E+14,66233,187
1.28029E+14,32008,201
7.74013E+14,22355,204
5.00472E+12,5377,210
8.03652E+12,92969,209
2.80657E+13,68744,196
2.90674E+13,43506,198
3.10648E+13,75136,197
4.80334E+13,61884,179
5.10521E+13,50741,207
6.70749E+13,29465,161
9.60366E+13,17057,201
1.07075E+14,17648,180
1.56063E+14,34689,184
1.57033E+14,40851,199
2.29077E+14,10275,173
2.35074E+14,33848,209
2.77007E+14,34060,183
2.94026E+14,92746,188
3.01042E+14,111441,231
3.12031E+14,42991,185
3.67069E+14,40735,206
3.88001E+14,17860,195
3.92042E+14,55434,204
4.28042E+14,71128,195
4.3407E+14,55667,203
4.57023E+14,70157,209
4.63031E+14,51159,198
4.65008E+14,61283,191
4.6603E+14,11247,196
4.72073E+14,14524,183
4.90015E+14,74000,186
4.98023E+14,17301,215
5.09054E+14,104147,208
5.2207E+14,81392,221
5.28011E+14,64330,168
5.74072E+14,19036,173
6.6307E+14,23127,201
6.64072E+14,22737,214
6.71043E+14,53144,203
6.90033E+14,15125,173
6.93004E+14,87451,185
6.9404E+14,39742,193
6.98073E+14,46522,178
7.03033E+14,46734,202
7.1605E+14,14289,185
7.21073E+14,38128,190
7.2602E+14,50191,212
7.46019E+14,22741,226
7.56053E+14,60017,199
7.96056E+14,45227,184
8.11047E+14,18017,172
7.0905E+14,18472,207
4.14007E+14,12073,208
1.96001E+14,14803,216
5.45016E+14,35391,188
4.70086E+13,11355,182
6.60295E+13,16453,206
6.70193E+13,21420,190
7.70156E+13,16501,167
1.29073E+14,34333,208
1.40077E+14,56593,190
1.47023E+14,72228,196
2.04077E+14,12136,172
2.31072E+14,20243,227
2.57004E+14,87451,219
3.0608E+14,80477,184
3.11016E+14,42722,185
3.12051E+14,47130,189
3.27043E+14,63310,196
3.28046E+14,85587,157
3.66047E+14,12486,205
3.92075E+14,45634,198
4.04039E+14,25108,184
4.15026E+14,47425,191
4.18056E+14,50268,179
4.2803E+14,55549,196
4.30001E+14,101821,183
4.33069E+14,96044,208
4.6601E+14,37116,195
4.73072E+14,27309,188
4.97042E+14,14227,183
4.98037E+14,92518,183
5.2107E+14,100659,189
5.29011E+14,65963,188
5.39052E+14,105466,185
5.74072E+14,16698,200
6.2607E+14,45694,192
6.48024E+14,90885,194
6.51037E+14,43887,200
6.57003E+14,54722,203
6.64013E+14,40358,193
6.71023E+14,12044,170
6.74003E+14,45592,169
6.88059E+14,49911,194
6.97005E+14,45089,217
7.00052E+14,85116,204
7.04003E+14,67330,187
7.19029E+14,30046,194
7.25033E+14,17222,159
7.31063E+14,12239,180
7.32051E+14,80795,182
7.36033E+14,60391,214
7.42046E+14,60000,200
7.49049E+14,57161,155
7.54053E+14,45389,170
7.72003E+14,11826,193
8.11047E+14,16111,181
5.19069E+14,16433,213
7.10709E+13,22071,199
4.14001E+14,7671,200
1.10076E+14,62347,182
2.54001E+14,101821,180
7.21047E+14,13790,180
9.60066E+13,33454,193
2.70235E+13,90119,174
3.00726E+13,27501,195
3.1043E+13,56406,214
1.28072E+14,19069,180
1.47075E+14,31783,162
1.56081E+14,17011,187
1.64069E+14,41465,196
1.93026E+14,42110,192
1.96057E+14,15262,200
2.04009E+14,9786,199
2.2907E+14,99799,203
2.31067E+14,13041,182
2.34039E+14,48115,206
2.88066E+14,32606,211
2.95073E+14,14072,174
3.01051E+14,41058,192
3.27016E+14,41147,200
3.31077E+14,8763,175
3.88066E+14,17513,175
4.04001E+14,16177,178
4.19077E+14,12322,185
4.33037E+14,92915,216
4.34031E+14,41776,172
4.6307E+14,90079,185
4.72047E+14,10906,175
4.73008E+14,59077,184
4.90046E+14,60000,209
4.9705E+14,8905,167
5.03005E+14,5524,166
5.18031E+14,70585,189
5.21033E+14,39261,201
5.22005E+14,36034,204
5.39031E+14,78790,202
5.45065E+14,43844,177
5.59042E+14,71111,194
5.87014E+14,30265,203
6.30028E+14,33523,193
6.57053E+14,44969,193
6.74011E+14,67793,180
6.94074E+14,37017,210
7.04072E+14,16547,191
7.16065E+14,74117,191
7.25051E+14,54251,174
7.32063E+14,34951,190
7.42042E+14,40101,207
7.46007E+14,39263,202
7.5807E+14,55083,200
7.68037E+14,51772,180
7.96042E+14,112276,183
6.90041E+14,13235,180
6.9707E+14,100752,201
2.90529E+13,59990,219
3.70008E+13,101821,209
6.60466E+13,30712,206
8.60005E+13,5216,210
1.10003E+14,44555,223
1.29071E+14,12121,175
1.57046E+14,85646,191
3.67059E+14,37422,192
5.0302E+14,5147,176
5.19033E+14,8340,165
6.6302E+14,49108,222
6.64072E+14,21901,211
7.68055E+14,60562,181
7.74007E+14,5121,165
9.05742E+12,13007,162
3.00231E+13,14588,193
6.70688E+13,42191,170
7.70732E+13,45272,188
1.2804E+14,14992,162
1.40016E+14,40000,205
2.29042E+14,10140,154
2.35023E+14,82324,185
2.55026E+14,92746,215
2.77047E+14,11841,207
2.8807E+14,53461,197
2.9501E+14,25965,183
3.06056E+14,50136,218
3.12043E+14,50805,180
3.2705E+14,21952,195
3.28043E+14,55788,185
3.34069E+14,101170,199
3.65003E+14,55808,225
3.66063E+14,8467,218
4.16054E+14,102649,195
4.18052E+14,105491,190
4.30043E+14,58625,204
4.57019E+14,30904,212
4.65063E+14,22091,180
4.90039E+14,35370,233
5.0908E+14,80011,189
5.13066E+14,85417,188
5.22052E+14,51164,218
5.28067E+14,38775,169
6.48015E+14,81500,191
6.51042E+14,41148,213
6.7105E+14,9215,191
6.98047E+14,18640,185
7.18039E+14,19302,205
7.46074E+14,66233,186
7.49074E+14,21338,197
7.56011E+14,44613,168
7.72072E+14,16004,178
2.80029E+13,56253,243
3.0101E+14,30625,194
5.03041E+14,12031,192
3.70648E+13,75802,215
1.64065E+14,41809,190
2.34074E+14,72379,201
4.19023E+14,16628,187
4.65028E+14,37820,207
4.66037E+14,18562,173
5.22046E+14,78802,217
5.29053E+14,46469,194
5.45014E+14,27496,183
5.87077E+14,48386,182
6.3003E+14,8011,200
6.57011E+14,71105,179
6.63013E+14,41045,178
7.16023E+14,11368,200
7.31007E+14,32101,188
7.56075E+14,30157,218
7.26073E+14,69223,195
7.70704E+13,32424,207
5.0301E+14,25449,191
5.19072E+14,29159,194
6.64037E+14,20017,206
7.32007E+14,41923,198
7.26063E+14,48049,177
7.19028E+14,43673,234
2.31071E+14,32431,220
7.21026E+14,39362,180
4.34031E+14,53453,189
7.68049E+14,48962,195
1.96039E+14,38062,232
3.01005E+14,68211,200
5.21003E+14,57593,203
3.27069E+14,38274,196
4.57069E+14,69143,243
4.63076E+14,57921,196
7.25066E+14,36742,184
2.57013E+14,51231,197
5.13042E+14,54021,236
6.48023E+14,72217,200
6.51015E+14,41122,196
8.04162E+12,61519,192
1.64052E+14,67232,214
2.35054E+14,60574,230
4.30042E+14,68325,188
5.0907E+14,40121,222
7.9607E+14,94118,177
6.74074E+14,65453,193
5.18003E+14,73879,199
4.19041E+14,38168,211
3.6507E+14,83514,206
5.45033E+14,41207,206
4.66007E+14,41063,206
5.29004E+14,78603,214
